Flight,DayOfWeek,Time,Length,Airline_encoded,AirportFrom_encoded,AirportTo_encoded,Delay
206,3,300,36,6,11,14,1
363,3,1180,49,6,214,11,0
3736,3,360,120,14,65,39,1
3343,3,845,80,14,78,2,0
466,3,500,185,17,39,45,1
1935,4,440,115,4,130,49,0
90,3,1285,317,5,133,9,0
5905,4,360,136,11,115,6,0
1919,4,440,150,17,30,76,0
7050,3,788,92,7,224,24,1
126,3,630,125,17,6,62,1
2882,3,695,70,17,41,52,1
375,3,1116,158,13,6,21,1
6677,3,1045,77,9,75,40,0
207,3,525,99,15,54,144,0
2921,3,555,250,4,25,15,1
2563,3,385,172,11,14,60,1
4448,3,690,67,7,5,172,0
1677,3,345,219,0,53,0,0
563,3,692,98,15,156,7,0
161,3,555,209,15,54,38,0
4287,3,630,108,8,130,59,0
183,3,360,123,15,88,7,0
1435,3,583,115,4,87,7,0
1251,3,509,102,5,15,20,0
7755,3,459,72,7,5,122,0
683,3,625,148,15,54,150,0
399,3,465,60,17,4,63,0
937,3,1055,267,5,65,36,1
4480,4,405,80,7,17,4,0
33,3,925,66,0,102,86,1
2027,3,1230,150,17,6,137,1
2625,3,912,73,11,102,117,0
1800,3,450,90,4,38,7,0
501,3,595,160,2,71,12,0
6888,3,605,208,7,65,55,1
3995,3,400,75,8,185,4,1
7091,3,1025,105,10,129,134,1
657,3,1320,110,2,71,83,0
796,3,1022,172,0,4,0,0
258,3,500,217,4,0,4,1
1289,3,330,84,1,15,22,0
1062,3,855,100,2,103,2,0
5373,3,1085,155,10,90,7,1
2464,3,530,175,2,7,2,1
2514,4,400,100,4,128,5,0
4941,3,1245,80,10,54,208,0
359,4,420,158,1,25,1,0
1947,3,915,60,2,23,19,1
1772,3,365,85,17,0,45,0
4593,3,820,105,14,83,42,0
1426,3,575,180,2,205,2,1
1019,3,385,75,17,0,15,0
1357,4,360,80,17,127,46,0
567,3,1065,230,2,71,18,1
3774,3,1310,100,8,130,239,1
257,3,1125,70,17,73,168,1
1174,3,830,255,2,202,6,0
3690,3,1200,175,14,183,51,1
1599,3,1155,155,17,162,24,1
1012,3,420,130,4,102,7,0
250,3,590,75,17,128,109,1
6477,3,879,83,7,127,15,0
202,3,664,109,15,62,7,1
346,3,1035,80,2,128,6,0
1799,3,574,150,4,54,82,0
1500,3,425,100,17,15,22,1
139,3,990,203,5,82,85,0
567,3,390,80,1,2,12,0
3341,3,625,100,17,125,61,0
6734,3,435,123,7,220,24,0
4208,3,1155,145,14,30,6,0
6851,4,420,55,7,243,24,0
496,4,380,145,17,55,24,1
893,3,370,410,13,15,18,0
3667,3,910,47,8,130,194,1
182,3,691,51,6,11,17,0
2166,3,410,134,4,16,7,1
2179,3,900,78,1,83,40,0
656,3,375,131,15,39,7,0
6587,3,1160,110,9,88,100,0
5890,3,525,101,11,65,111,1
5915,3,491,113,11,65,163,0
3972,3,690,68,8,61,5,0
2203,3,505,283,4,54,33,0
2388,3,1110,85,4,171,7,1
2228,3,865,162,11,171,39,0
594,3,425,84,13,75,6,0
3891,4,420,84,8,137,5,0
5092,3,1230,74,10,54,188,0
5527,3,915,70,10,54,256,1
2447,3,960,162,4,83,7,0
577,3,495,244,4,82,38,0
3858,3,620,52,8,130,58,0
31,3,750,168,5,82,13,1
718,3,930,111,1,15,22,1
3728,3,875,80,8,171,203,0
755,3,695,95,17,85,48,1
5579,3,1064,66,10,120,7,1
785,3,607,287,13,15,24,0
3717,3,576,116,8,162,7,0
1327,3,1300,101,4,130,59,0
6567,3,1139,80,7,130,6,1
6984,3,1079,176,7,65,56,1
139,3,1205,115,15,30,52,0
6541,3,798,102,7,12,24,0
3029,3,1090,118,11,103,0,0
474,3,1055,157,3,21,15,0
1997,3,766,79,4,54,42,0
908,3,755,143,13,6,6,0
1103,3,557,108,5,82,42,1
340,3,1062,213,13,6,22,0
685,3,900,154,13,83,6,1
2219,3,695,185,4,83,4,0
2943,3,765,146,4,14,7,0
456,3,875,65,2,73,2,0
2933,3,370,76,12,126,12,0
2168,3,660,68,1,88,25,0
1976,3,975,100,17,135,43,1
76,3,768,160,5,86,9,1
3915,3,695,135,17,137,35,1
232,4,390,154,3,21,45,0
2999,3,565,115,12,129,1,0
200,3,695,65,17,202,46,0
4043,3,705,128,8,106,26,1
1952,3,590,75,17,133,15,1
1716,3,840,165,2,71,41,1
4,3,565,87,5,82,113,0
798,3,1167,87,13,2,18,0
1221,3,840,146,1,72,40,0
1884,3,490,133,4,23,27,0
1973,3,1160,124,4,54,19,1
4341,3,860,120,8,131,76,1
2618,3,839,114,11,138,39,1
2433,3,800,205,2,71,15,1
2875,3,1335,60,14,71,98,0
5949,4,360,159,11,68,6,0
2908,3,564,99,11,102,71,0
729,3,1085,234,1,53,2,1
4094,3,525,110,14,65,119,0
6332,3,440,76,9,64,27,0
568,4,440,170,2,65,37,1
1130,3,1160,90,17,137,4,1
5154,3,1308,64,10,54,179,1
1003,3,632,32,12,193,11,0
51,3,990,56,3,3,32,1
2715,3,1070,101,12,1,135,0
2265,3,450,160,2,53,6,0
2609,3,800,90,12,108,49,0
4406,3,479,111,14,82,42,0
1698,4,365,170,2,5,2,0
5957,3,872,60,11,185,6,1
6430,3,1110,161,7,2,56,1
1753,3,850,135,17,22,68,1
271,3,1177,63,5,4,87,0
793,3,915,120,17,162,55,1
307,3,1009,354,13,30,15,1
367,3,695,156,13,102,24,0
314,3,890,69,15,54,1,0
6438,3,378,60,7,208,24,0
1230,3,615,176,4,54,4,1
2716,3,1050,156,11,49,0,0
5491,3,360,98,10,153,7,0
1211,3,445,125,4,130,4,0
3660,3,855,112,8,171,73,0
1831,3,1335,60,2,183,76,0
84,3,1299,332,13,11,15,0
2877,3,742,123,4,65,7,1
2934,3,380,92,12,189,12,1
736,3,850,195,2,71,25,1
3504,3,425,50,17,86,76,0
1976,3,1045,95,17,103,50,1
1860,3,1055,85,17,162,146,1
2333,3,880,155,2,65,2,1
2890,3,515,102,4,54,124,0
6502,3,806,76,7,65,5,1
876,3,535,96,1,30,1,1
6270,4,360,55,7,121,6,0
7103,3,1265,109,10,65,116,1
3997,4,375,96,8,143,26,0
1295,3,775,335,2,22,15,1
62,4,410,189,1,6,1,0
4247,3,760,80,8,198,5,0
962,3,985,135,17,25,24,1
1076,3,900,115,2,128,40,0
471,3,1110,166,3,2,3,0
634,4,400,158,3,55,12,0
2690,3,1145,143,4,25,1,1
3667,3,754,111,8,116,5,0
434,3,415,75,13,65,68,1
1195,3,845,104,4,130,59,0
652,3,360,235,1,135,12,0
1582,3,895,149,1,22,22,1
182,3,480,63,3,8,34,0
368,3,620,134,15,54,25,0
1454,3,1005,251,4,2,7,0
2944,4,420,107,4,130,39,1
650,4,380,150,16,0,24,0
1514,3,1100,135,17,2,24,1
3378,3,655,110,14,150,2,0
2047,3,480,161,4,83,7,0
1865,3,575,115,4,54,85,1
1434,3,980,135,17,128,61,1
1121,3,990,75,2,102,2,0
1580,3,450,305,0,21,39,1
6414,4,355,58,9,114,5,0
293,3,580,97,13,0,15,0
727,3,728,211,0,30,0,0
4524,3,825,95,14,44,40,0
12,4,395,160,17,22,61,0
5252,3,1135,84,10,69,37,1
4479,3,1310,81,7,5,33,0
1422,3,1021,135,15,135,76,0
1259,3,875,123,4,85,7,0
731,3,670,220,17,6,22,1
2619,3,1067,95,11,141,0,0
61,3,1330,320,15,54,15,1
95,3,535,78,15,54,42,0
4762,3,390,102,7,169,10,1
3792,3,830,46,8,130,58,0
655,3,540,250,2,82,195,1
372,3,960,150,17,128,24,0
2552,4,380,80,17,196,33,0
5590,4,390,66,10,141,26,0
6346,3,712,72,7,0,130,0
2695,3,930,94,11,102,90,1
60,3,555,116,3,260,3,0
1493,3,690,155,0,22,39,1
684,3,855,83,5,88,35,1
760,3,845,110,17,2,55,1
2455,3,450,240,2,65,12,1
1026,3,785,40,12,11,16,0
431,3,1050,70,17,1,46,1
1461,3,875,144,0,64,13,0
4114,3,840,118,8,130,207,0
5532,3,330,64,10,49,7,1
1654,3,1175,115,17,197,83,0
1707,4,450,109,1,128,1,0
663,3,720,230,17,2,48,1
2483,3,1245,200,2,71,15,0
3096,3,1255,50,14,205,15,0
5194,3,885,140,10,102,27,0
1119,3,1000,94,4,54,95,0
597,3,1120,180,2,65,56,1
467,3,1292,164,13,6,64,0
1192,4,385,103,4,127,10,0
4671,4,390,82,7,220,10,1
3970,3,465,115,14,65,41,0
1434,3,720,276,0,1,39,1
3287,3,825,90,14,57,2,0
1801,3,1080,175,4,80,7,0
1587,3,1235,85,17,1,87,0
400,3,545,140,16,2,24,1
1025,3,845,40,12,203,11,0
7325,3,1050,57,10,54,90,1
63,4,360,176,5,82,76,1
431,3,945,60,2,183,76,0
202,3,500,95,13,0,15,0
4103,3,1053,145,8,134,7,1
5396,3,1076,93,10,206,7,1
885,3,1110,70,2,73,2,1
1557,3,955,169,1,53,37,0
1944,3,990,177,4,39,5,0
1831,3,605,257,4,5,13,1
2954,3,754,211,4,1,27,1
3659,4,345,183,8,34,7,0
155,4,360,105,15,135,41,0
2006,3,363,89,11,19,39,0
6359,3,555,92,9,136,20,0
283,3,625,365,2,2,11,0
3976,3,1295,69,8,130,126,1
544,3,966,37,6,11,14,0
1221,3,1140,110,17,85,48,1
4221,3,1115,75,14,185,6,0
635,3,952,89,15,30,124,0
2810,3,375,60,14,91,2,0
3695,3,1045,90,14,82,92,0
472,3,1260,319,5,202,35,0
3485,3,465,110,17,44,13,1
2352,3,656,140,11,18,0,0
5914,3,1185,86,11,136,6,0
4073,3,1020,109,8,81,7,1
1658,3,610,190,4,83,4,0
6465,3,1018,112,9,19,5,0
2441,4,450,145,17,30,13,0
55,3,360,58,3,3,32,0
6893,3,559,83,7,0,177,0
525,3,645,34,6,193,11,0
3504,3,685,55,17,197,62,1
3998,3,338,68,8,69,7,0
2171,3,1175,163,11,102,92,0
1170,4,400,115,17,133,12,0
6519,3,1170,140,9,14,27,1
6447,3,1250,47,9,136,273,1
1933,3,615,135,17,75,13,1
486,3,585,109,1,1,24,0
3764,3,730,120,14,65,22,1
258,3,1140,105,17,2,10,0
6242,3,801,96,7,18,24,1
6492,3,1169,81,7,6,254,1
292,3,405,174,0,14,13,1
2178,3,420,116,4,130,1,0
5983,4,360,75,11,64,20,0
974,3,460,167,1,108,4,0
1270,3,390,146,15,66,13,1
6466,4,300,53,7,13,15,0
217,3,855,181,0,28,39,1
501,3,600,168,3,228,3,0
183,4,390,75,1,7,12,0
2555,3,419,186,4,83,77,1
726,3,737,181,0,7,0,1
4571,3,915,95,7,5,135,1
3074,4,365,90,14,2,54,0
50,3,885,109,0,64,39,1
367,3,640,155,16,16,24,0
5947,3,623,60,11,65,124,1
2779,3,1258,174,12,1,129,0
3683,3,370,90,8,198,5,0
6973,3,530,72,7,173,3,1
682,3,965,221,0,102,35,1
1808,3,1235,270,2,183,24,1
5482,3,955,90,10,163,7,0
749,3,420,57,4,242,10,1
1328,3,1235,80,17,7,21,1
4372,3,430,170,14,93,6,0
2416,3,857,236,4,4,5,0
1851,3,425,213,4,25,33,0
1894,3,1090,88,4,108,7,0
815,3,440,65,17,103,60,0
2036,3,445,97,4,130,41,1
4549,3,755,98,7,190,10,0
6683,3,1116,96,7,6,10,0
3698,3,365,100,8,192,4,0
2651,3,660,93,12,1,115,0
6841,3,1318,87,7,65,258,0
2879,3,1170,70,14,71,98,1
410,3,405,245,17,137,12,1
3937,3,605,70,14,33,6,0
1266,3,1318,95,4,54,26,0
770,3,805,75,17,125,12,1
374,3,905,132,16,6,30,0
3412,4,420,160,17,137,13,1
1491,3,985,75,17,2,54,1
387,3,902,264,16,72,24,1
1518,3,655,235,2,21,2,1
1952,3,715,100,2,126,2,0
3955,3,355,119,8,107,26,0
1672,4,435,102,4,23,7,0
4110,3,450,145,14,200,6,0
2437,4,389,104,11,14,42,0
6964,4,345,58,7,96,8,0
5178,3,530,80,10,69,7,0
1295,3,890,93,4,54,193,0
1797,3,1161,332,4,54,64,1
1977,3,1083,126,4,65,7,1
1844,3,830,265,2,4,19,0
1289,3,1058,120,4,129,7,0
495,4,435,280,5,15,24,0
2342,3,1295,133,4,54,39,0
24,3,460,105,17,131,13,0
1595,3,996,113,4,5,45,0
822,3,405,110,16,103,24,1
5484,3,420,80,10,46,7,0
6596,3,865,84,9,171,70,0
2026,3,760,170,2,228,2,0
1163,3,915,60,17,39,50,0
2499,3,545,207,4,25,12,0
407,3,405,65,2,65,60,0
1438,3,440,81,5,230,18,0
3070,3,1260,119,11,14,1,0
475,3,445,175,2,14,6,0
1352,3,420,65,2,73,2,0
6902,3,1255,109,7,0,205,1
618,3,420,179,0,14,76,1
2563,3,1110,131,4,130,7,0
3891,3,630,80,8,130,127,0
815,3,990,87,15,30,35,1
7761,3,1005,69,7,5,136,1
2656,3,900,121,11,102,7,1
157,3,1030,100,17,130,49,1
804,3,995,110,17,166,24,1
3781,4,350,105,14,42,6,0
370,3,630,133,16,6,30,1
1496,3,1340,81,1,108,41,1
7076,3,615,95,10,43,20,1
2037,3,840,94,1,15,40,1
4477,4,440,99,7,201,10,0
192,3,550,170,0,14,13,1
617,3,755,195,2,71,45,1
2290,3,520,107,4,54,70,0
2404,3,655,185,2,2,2,0
411,3,700,240,0,14,0,1
121,3,1080,86,15,54,76,0
4673,3,986,99,7,173,10,1
1634,3,690,158,4,82,7,0
5207,3,400,52,10,74,7,1
2267,3,1255,82,11,64,81,0
6522,4,365,178,9,53,26,0
3910,3,900,85,14,65,210,0
366,4,405,106,3,21,21,0
640,3,450,60,17,39,50,0
627,3,825,164,3,4,275,0
5117,3,525,85,10,54,188,0
1062,3,1060,90,17,138,41,1
2834,3,1160,85,14,71,233,0
52,3,995,180,17,72,61,1
1967,4,450,80,4,130,6,0
2174,3,785,86,11,102,160,0
1835,3,1290,257,4,54,10,1
667,3,1080,108,3,202,8,0
4156,3,865,108,8,171,30,0
1597,4,370,180,4,53,4,0
2102,3,385,85,17,4,64,0
4045,3,960,55,14,65,280,1
3704,3,705,90,8,197,26,0
2670,3,1189,110,12,108,26,0
647,3,490,90,17,6,67,1
218,3,1130,60,17,233,33,1
2987,3,1080,95,11,68,51,0
6257,3,535,120,9,25,27,0
600,4,440,210,2,0,2,0
1768,4,30,220,4,2,4,0
553,3,1125,164,3,169,3,1
2983,3,970,155,14,149,2,0
4261,3,690,70,8,25,201,0
2633,3,992,120,4,137,7,1
2764,3,1030,130,14,48,2,1
143,3,1330,242,3,55,34,0
4,3,925,76,0,28,0,1
7086,4,360,90,10,66,20,1
680,3,710,80,17,205,64,1
5,3,655,95,17,28,13,0
3298,3,430,65,14,71,61,0
817,3,985,80,17,137,5,1
1163,3,420,128,4,14,5,0
103,3,525,147,15,54,2,1
5403,4,430,122,10,106,26,0
6685,3,560,145,7,160,24,1
2580,3,580,127,11,16,39,1
4843,3,905,84,7,5,255,1
1901,3,510,186,4,15,7,0
4246,3,608,80,8,135,5,0
1434,3,890,65,17,137,60,1
650,3,570,111,4,137,7,0
194,3,585,80,17,53,73,1
863,3,680,80,17,103,48,0
1370,3,1220,190,17,1,3,1
851,3,582,98,13,85,6,1
7095,3,380,67,10,19,20,0
702,3,1021,226,13,65,12,0
1212,3,380,220,4,2,4,1
476,3,800,250,0,187,39,1
2260,3,925,129,11,14,27,1
2981,3,730,64,11,57,0,0
436,3,1250,159,5,22,35,0
524,3,745,70,2,39,2,0
1537,3,575,140,17,173,33,1
1299,3,845,355,4,2,16,0
620,3,640,105,2,125,2,0
1600,4,455,153,4,54,35,0
2865,4,370,154,4,101,7,0
4066,4,425,80,14,65,79,1
2885,3,365,115,17,4,24,0
2329,3,1310,336,4,54,3,1
7120,3,882,83,10,129,25,1
180,3,1367,340,13,0,35,1
925,3,715,80,17,127,15,1
486,3,455,128,15,22,41,0
114,3,1113,117,15,71,7,0
167,3,1056,392,13,15,15,1
7049,3,438,58,7,55,110,0
2181,3,780,95,17,21,54,0
1178,3,795,83,1,108,41,0
2929,3,945,80,14,71,97,0
1499,3,635,80,17,128,67,1
863,3,480,80,17,162,118,0
1536,3,575,95,2,71,90,0
186,3,615,105,15,54,40,1
522,3,945,215,2,55,2,0
139,3,570,413,3,65,34,1
5512,3,770,88,10,54,193,0
28,3,980,320,13,2,9,0
1213,3,940,144,4,134,7,1
675,3,527,170,13,65,24,0
1767,4,360,115,4,108,5,0
3710,3,1055,105,14,65,98,0
5608,3,757,86,10,206,7,1
3,4,360,70,17,42,50,0
545,3,920,100,0,14,42,1
6758,3,954,126,7,6,62,1
5429,3,1238,97,10,54,200,0
1458,3,815,160,17,4,56,1
7287,3,360,143,12,87,6,0
111,3,1255,103,15,54,20,1
6321,3,820,100,9,82,40,1
576,3,785,190,0,14,85,1
6,4,450,55,17,162,50,1
6463,4,375,95,7,127,15,0
4873,3,1140,96,7,124,10,1
240,3,345,55,0,73,0,0
1673,3,565,155,2,54,2,0
3682,3,1035,46,8,130,69,1
3865,3,1040,75,8,101,5,1
2122,3,455,127,4,130,35,0
1533,3,725,128,4,54,0,0
1945,3,955,110,17,41,48,0
1229,3,1330,106,4,54,77,0
2254,3,640,65,17,197,56,1
946,3,823,136,13,22,20,1
507,3,960,165,3,228,3,0
3867,3,995,88,8,255,5,0
7092,3,1323,91,10,129,99,0
7279,3,806,123,12,65,7,1
1642,3,495,105,17,125,61,0
3210,3,520,70,14,162,2,0
222,3,325,70,0,28,0,0
7397,3,885,56,10,74,7,0
2745,3,360,127,11,44,39,0
2457,3,502,94,11,14,95,1
3414,3,1060,80,17,133,63,1
445,3,360,125,2,88,6,0
2751,3,1258,101,12,1,130,0
1671,3,985,145,17,34,48,1
899,3,480,325,17,22,33,0
704,3,800,234,1,1,1,1
647,3,1140,135,2,88,60,0
708,3,495,195,2,71,25,1
1009,3,1080,80,2,45,2,0
3239,3,560,185,14,75,2,0
3672,4,435,155,14,138,19,1
4671,3,390,82,7,220,10,0
1100,3,915,110,17,30,84,1
3646,3,1150,80,14,38,19,0
1842,4,330,142,4,39,7,0
4197,3,740,115,8,130,79,0
167,3,715,125,17,4,71,1
7759,3,490,78,7,52,10,1
4453,3,1010,112,7,5,8,1
2706,3,915,215,4,0,4,0
1733,3,1145,332,4,82,10,0
322,3,1319,291,4,4,9,0
481,3,795,115,2,6,2,0
580,3,885,125,17,1,18,1
4028,3,568,117,8,131,5,0
1492,3,1120,140,2,71,13,0
184,3,550,335,13,0,22,1
2063,3,500,173,4,88,4,0
1002,3,1425,260,4,5,9,1
2641,3,695,118,11,103,0,1
1955,3,1325,150,2,71,12,0
3097,3,880,149,11,135,0,1
6520,3,932,72,7,110,6,0
2220,3,615,87,4,65,5,0
692,3,1110,75,17,7,47,1
1787,3,1290,238,4,25,45,1
4496,3,460,65,7,166,10,1
7767,4,393,77,7,224,74,0
785,3,1305,75,2,71,86,0
2527,3,715,130,2,41,2,0
3767,3,1130,135,8,64,4,0
661,3,1095,110,2,171,2,0
1370,3,390,69,4,83,35,0
5368,3,1040,78,10,48,7,0
38,3,790,210,0,102,39,1
7307,3,742,98,12,129,153,1
2788,3,435,71,4,25,30,1
260,4,390,125,15,88,30,0
3357,3,360,115,14,152,2,0
3853,4,360,115,14,54,6,1
2037,3,360,135,2,44,19,1
5007,3,655,112,10,54,142,1
1100,4,425,162,15,75,85,0
2602,4,420,72,12,43,1,0
1783,3,821,85,4,5,33,0
219,3,1136,133,16,73,24,0
5551,3,465,79,10,29,7,0
6317,4,451,40,7,2,102,1
840,3,1175,155,17,30,76,1
151,3,365,180,0,131,0,0
132,3,855,116,13,65,42,0
2639,3,885,90,11,123,0,0
316,3,764,195,13,6,20,0
2478,3,1202,72,4,5,88,1
197,3,1200,33,6,193,11,0
1753,3,510,130,17,30,52,1
1885,3,540,70,2,39,2,0
2952,3,755,135,14,71,134,0
2470,3,479,168,11,102,4,0
1983,3,480,90,1,108,7,0
1494,3,515,135,4,54,22,1
1320,3,1140,81,4,54,1,1
865,3,520,376,3,21,16,0
6296,3,915,88,9,136,42,1
6459,3,1179,122,7,71,24,0
142,3,1145,125,17,30,52,1
121,3,970,80,17,127,15,1
2337,4,450,102,4,30,5,0
3949,4,345,135,8,80,5,0
316,3,730,165,17,30,78,1
4138,3,380,85,8,101,5,0
2274,3,880,115,11,102,43,0
101,4,383,49,6,214,11,0
1291,3,775,147,1,15,1,0
6538,3,775,91,9,88,35,0
3979,3,1200,90,14,136,6,0
963,4,420,102,1,135,1,0
1644,3,915,160,2,4,2,0
3682,3,814,111,8,24,5,1
1964,3,975,250,17,16,33,0
2596,3,738,262,4,0,27,1
2917,3,1155,171,11,25,0,0
371,3,1235,150,2,83,6,1
1002,3,480,32,12,193,11,0
770,3,933,111,16,4,24,0
309,3,886,157,5,129,37,0
2848,3,725,178,4,72,59,1
2853,3,1120,75,14,71,180,0
653,4,415,75,17,133,15,0
4960,3,773,144,10,15,27,1
763,3,970,70,17,1,46,1
2144,3,1055,100,4,130,40,0
463,3,1315,93,13,65,4,0
2731,3,866,54,12,60,12,0
178,4,450,108,15,132,7,0
93,3,745,225,0,0,0,1
533,3,1330,190,2,71,45,0
23,3,545,90,17,125,50,0
2612,3,475,135,11,102,27,0
3307,3,395,160,17,93,48,1
6765,3,826,104,7,95,24,0
1023,3,590,174,1,53,76,0
1972,3,610,255,2,0,6,0
4519,3,540,95,7,25,152,0
2694,3,760,83,12,230,12,1
2755,3,895,118,11,102,55,0
239,3,632,97,13,2,18,0
2412,3,1175,88,11,102,118,1
2439,3,915,130,17,173,24,0
2836,3,1205,75,14,42,2,0
132,3,1185,75,17,2,12,1
6623,3,1213,96,7,0,106,1
2081,3,1135,116,4,137,7,1
3291,3,1095,50,14,271,2,1
1632,3,1100,219,4,28,10,0
1944,3,1050,144,1,102,1,1
3245,3,535,125,14,71,178,0
1783,3,1200,70,17,44,68,1
621,4,425,165,2,25,2,0
582,4,425,144,3,55,63,1
231,3,595,238,1,1,5,0
427,3,1120,195,2,73,15,1
2147,4,420,184,4,184,7,0
546,3,975,150,2,25,2,0
2694,3,743,129,4,54,22,1
2960,4,390,127,4,183,7,0
517,3,610,96,15,54,68,0
306,3,540,278,5,230,20,0
2182,3,875,214,4,228,4,0
768,3,450,342,0,14,33,1
782,3,485,223,13,126,20,0
2464,3,875,55,2,71,118,0
332,3,797,243,13,127,6,1
1758,3,796,164,5,187,37,0
2605,4,330,62,12,59,1,0
4695,3,1005,81,7,5,33,1
6236,3,631,79,7,94,33,1
218,3,352,41,6,11,16,0
5176,3,370,88,10,29,26,0
3251,3,1345,50,14,71,142,0
2983,3,1110,75,11,88,51,0
715,4,390,98,15,62,25,0
4069,3,1030,75,8,25,109,1
1214,3,600,117,1,108,5,0
5205,3,830,94,10,138,7,0
521,3,420,170,5,14,13,1
1334,3,725,105,17,127,12,1
3729,3,1170,104,8,130,111,1
4616,3,915,115,7,25,51,0
2644,3,870,216,4,205,4,1
1481,3,1185,358,4,82,12,0
6272,3,1254,66,7,0,87,1
6621,3,969,113,7,6,131,1
467,3,810,155,3,2,3,0
7258,4,410,140,12,90,6,0
19,3,1095,384,3,22,3,0
336,3,781,145,13,2,24,0
1855,3,814,298,4,54,15,1
544,3,465,168,0,102,51,0
661,3,830,262,3,71,3,0
2965,3,840,194,11,14,4,0
6998,3,1315,80,7,65,272,1
440,3,905,100,2,125,2,1
1961,3,990,147,4,53,7,1
385,3,1146,109,4,66,7,1
1260,3,775,86,5,129,35,1
3951,3,1000,127,8,16,26,1
6611,4,435,139,9,131,26,0
481,3,1230,151,13,65,2,1
1002,3,440,55,17,197,62,0
2553,3,430,90,17,205,54,0
3650,3,360,135,14,70,19,0
181,3,615,205,17,162,33,1
2262,3,1085,139,11,18,0,1
1521,3,1155,225,2,65,66,1
2673,3,395,185,4,83,26,0
189,4,360,135,13,30,6,0
104,4,394,30,6,225,11,0
3762,3,510,110,17,128,50,0
2445,3,1130,60,17,202,87,1
1202,3,1145,170,17,137,24,1
2896,3,500,126,4,54,30,1
1016,3,850,170,17,137,61,0
546,3,785,100,17,18,24,1
498,3,1075,154,3,21,45,0
2840,3,833,82,4,4,10,0
43,3,714,458,13,6,11,0
2048,3,895,68,11,102,2,1
3737,3,565,80,8,171,203,0
3731,3,1350,85,14,65,4,1
1395,3,1050,73,4,15,25,1
1021,3,520,95,17,44,86,1
6827,3,1266,100,7,65,26,1
2969,3,1255,50,14,71,217,0
787,3,1005,114,16,6,33,0
105,3,917,245,13,65,33,1
6820,4,360,78,7,174,18,0
6977,3,878,149,7,28,6,0
225,3,360,157,16,137,24,1
1065,3,750,180,17,44,24,1
2812,3,605,100,17,23,42,1
2630,3,630,70,17,130,48,1
4299,3,690,115,14,101,6,1
1730,3,725,69,4,54,153,0
229,3,505,225,0,6,39,1
1859,3,935,212,0,88,0,0
1522,3,980,107,1,108,22,1
4794,4,365,104,7,7,10,0
1717,3,1110,115,17,125,33,1
4460,3,585,80,7,5,145,0
5948,3,806,87,11,64,6,1
2486,3,940,134,4,54,25,0
160,3,460,315,2,205,9,1
397,3,1248,42,6,203,11,0
50,3,1110,60,17,162,50,1
849,3,991,90,15,54,13,0
438,3,760,182,0,14,19,1
700,4,390,300,1,2,22,0
3764,3,685,80,17,41,60,1
1566,4,380,95,17,34,41,0
245,3,770,186,0,64,0,1
117,3,956,85,15,54,76,1
408,3,750,291,5,1,35,1
3068,3,565,73,11,102,117,0
1092,3,390,65,17,137,60,0
765,3,1145,165,13,6,15,0
4015,3,1036,84,8,85,5,1
1400,3,792,173,15,134,13,1
2876,3,760,89,12,170,12,0
1590,3,505,165,17,4,43,1
852,3,1005,85,17,1,87,1
313,3,990,75,17,30,51,0
505,3,520,272,16,83,24,1
243,3,373,139,13,25,24,0
1297,3,345,160,2,71,19,0
582,3,880,133,4,54,25,1
2025,3,575,70,17,7,64,0
883,3,440,180,17,223,77,1
3238,3,725,55,14,277,2,0
7398,3,660,71,10,41,7,1
2601,4,390,102,12,64,1,0
7075,3,360,90,10,130,20,1
137,3,1065,235,3,55,34,0
711,3,615,344,5,82,33,0
528,3,1275,112,1,1,54,0
2444,3,684,226,4,4,27,0
153,4,405,115,17,4,24,0
467,3,600,130,2,88,6,0
523,3,680,165,5,14,13,1
848,3,840,70,17,133,15,1
491,3,1100,117,1,6,12,0
3669,3,560,120,8,171,0,0
300,3,635,80,17,127,33,1
4654,4,375,69,7,207,10,0
933,3,620,220,17,30,61,1
1577,3,640,65,17,233,64,1
315,3,1100,200,17,4,30,1
576,3,331,159,13,21,24,0
2672,3,735,90,12,138,1,0
1809,3,550,98,1,85,1,1
10,3,510,55,17,162,50,0
550,3,915,123,15,54,113,1
6586,3,360,131,7,169,24,0
2435,3,595,140,4,88,76,1
489,3,950,55,17,22,37,1
2896,3,944,76,11,159,0,0
45,3,830,65,17,137,60,1
3753,3,480,95,14,25,6,1
703,3,670,85,17,127,63,1
2819,3,450,60,17,23,37,0
910,3,1115,115,17,41,50,0
758,3,515,149,13,0,24,0
915,3,1195,97,1,30,1,1
1073,3,668,139,15,23,144,0
420,3,825,177,5,86,35,0
7304,3,888,107,12,38,20,1
1062,3,1090,346,4,22,15,1
2496,3,625,202,4,25,85,0
1198,3,460,120,17,22,49,1
2882,3,580,90,17,162,90,1
1747,3,470,342,1,53,33,0
683,3,838,158,13,83,6,1
39,3,1045,90,17,162,138,1
1392,3,695,70,17,4,87,0
748,3,1166,82,13,6,150,0
300,4,400,170,15,6,7,0
281,3,685,80,17,85,22,1
2810,3,410,65,17,4,87,0
2530,3,600,162,4,25,35,0
6390,3,611,85,7,0,63,1
245,3,1140,390,4,82,15,0
4328,3,420,103,8,25,70,0
3703,3,925,62,8,25,189,1
2530,3,855,104,11,19,39,0
1042,3,900,75,17,133,15,0
2419,4,385,92,11,108,51,0
